Number,Class,Owner,Operator,PoolCode,Livery,Depot,Formation,Name,PreservedAt,StoredAt,YearBuilt,WorksNumber
150203,150,Angel Trains,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52203 57203,,,,1987,
150204,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52204 57204,,,,1987,
150205,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52205 57205,,,,1987,
150206,150,Angel Trains,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52206 57206,,,,1987,
150207,150,Angel Trains,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52207 57207,,,,1987,
150208,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW turquoise & cream,Cardiff Canton TMD (CF),52208 57208,,,,1987,
150209,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),57209 57212,,,,1987,
150210,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52210 57210,,,,1987,
150211,150,Angel Trains,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52211 57211,,,,1987,
150212,150,,,,,,,,,,1987,
150213,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52213 57213,,,,1987,
150214,150,Angel Trains,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52214 57214,The Bentham Line - A Dementia-Friendly Railway,,,1987,
150215,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52215 57215,,,,1987,
150216,150,Angel Trains,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52216 57216,,,,1987,
150217,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52217 57217,,,,1987,
150218,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52218 57218,,,,1987,
150219,150,Porterbrook,Great Western Railway,,FGW Plain Blue,Exeter St David's SD (EX),52219 57219,,,,1987,
150220,150,Angel Trains,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52220 57220,,,,1987,
150221,150,Porterbrook,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52221 57221,,,,1987,
150222,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52222 57222,,,,1987,
150223,150,Angel Trains,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52223 57223,,,,1987,
150224,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52224 57224,,,,1987,
150225,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52225 57225,,,,1987,
150226,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52226 57226,,,,1987,
150227,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52227 57227,,,,1987,
150228,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52228 57228,,,,1987,
150229,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52229 57229,,,,1987,
150230,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52230 57230,,,,1987,
150231,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52231 57231,,,,1987,
150232,150,Porterbrook,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52232 57232,,,,1987,
150233,150,Porterbrook,Great Western Railway,,GWR Green with silver doors,Exeter St David's SD (EX),52233 57233,,,,1987,
150234,150,Porterbrook,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52234 57234,,,,1987,
150235,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52235 57235,,,,1987,
150236,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52236 57236,,,,1987,
150237,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52237 57237,Heart of Wales line 1868 - 2018,,,1987,
150238,150,Porterbrook,Great Western Railway,,FGW Plain Blue,Exeter St David's SD (EX),57238 52238,,,,1987,
150239,150,Porterbrook,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52239 57239,,,,1987,
150240,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52240 57240,,,,1987,
150241,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52241 57241,,,,1987,
150242,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52242 57242,,,,1987,
150243,150,Porterbrook,Great Western Railway,,GWR Green with Silver doors,Exeter St David's SD (EX),52243 57243,,,,1987,
150244,150,Porterbrook,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52244 57244,,,,1987,
150245,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52245 57245,,,,1987,
150246,150,Porterbrook,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52246 57246,,,,1987,
150247,150,Porterbrook,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52247 57247,,,,1987,
150248,150,Porterbrook,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52248 57248,,,,1987,
150249,150,Porterbrook,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52249 57249,,,,1987,
150250,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52250 57250,,,,1987,
150251,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52251 57251,,,,1987,
150252,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52252 57252,,,,1987,
150253,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52253 57253,,,,1987,
150254,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52254 57254,,,,1987,
150255,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52255 57255,,,,1987,
150256,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW turquoise & cream,Cardiff Canton TMD (CF),52256 57256,,,,1987,
150257,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52257 57257,,,,1987,
150258,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW turquoise & cream,Cardiff Canton TMD (CF),52258 57258,,,,1987,
150259,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW turquoise & cream,Cardiff Canton TMD (CF),52259 57259,,,,1987,
150260,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW turquoise & cream,Cardiff Canton TMD (CF),52260 57260,,,,1987,
150261,150,Porterbrook,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52261 57261,,,,1987,
150262,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW turquoise & cream,Cardiff Canton TMD (CF),52262 57262,,,,1987,
150263,150,Porterbrook,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52263 57263,,,,1987,
150264,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW turquoise & cream,Cardiff Canton TMD (CF),52264 57264,,,,1987,
150265,150,Porterbrook,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52265 57265,,,,1987,
150266,150,Porterbrook,Great Western Railway,,GWR green with silver doors,Exeter St David's SD (EX),52266 57266,,,,1987,
150267,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52267 57267,,,,1987,
150268,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52268 57268,,,,1987,
150269,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52269 57269,,,,1987,
150270,150,Angel Trains,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52270 57270,,,,1987,
150271,150,Angel Trains,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52271 57271,,,,1987,
150272,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52272 57272,,,,1987,
150273,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52273 57273,,,,1987,
150274,150,Angel Trains,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52274 57274,,,,1987,
150275,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52275 57275,The Yorkshire Regiment Yorkshire Warrior,,,1987,
150276,150,Angel Trains,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52276 57276,,,,1987,
150277,150,Angel Trains,Northern,,Arriva Northern white & blue,Newton Heath TMD (NH),52277 57277,,,,1987,
150278,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52278 57278,,,,1987,
150279,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52279 57279,,,,1987,
150280,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52280 57280,,,,1987,
150281,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW/WG dark & light blue,Cardiff Canton TMD (CF),52281 57281,,,,1987,
150282,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW turquoise & cream,Cardiff Canton TMD (CF),52282 57282,,,,1987,
150283,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW turquoise & cream,Cardiff Canton TMD (CF),52283 57283,,,,1987,
150284,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW turquoise & cream,Cardiff Canton TMD (CF),52284 57284,,,,1987,
150285,150,,Trafnidiaeth Cymru / Transport for Wales,,ATW turquoise & cream,Cardiff Canton TMD (CF),52285 57285,,,,1987,
150916,150,,,,,,,,,,2016/7,
150921,150,,,,,,,,,,2014,
150925,150,,,,,,,The Heart of Wessex Line,,,2014,
150926,150,,,,,,,,,,2014,
150927,150,,,,,,,,,,2013/4,
150933,150,,,,,,,,,,2016,
150938,150,,,,,,,,,,2016/7,
150978,150,,,,,,,,,,2016,
151003,151,,,,,,55202 55402 55302,,,,8/1985,
151004,151,,,,,,55203 55403 55303,,,,,
153301,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),52301,,,,1988,
153302,153,Angel Trains,Angel Trains,,"Blue, red & orange",,52302,,,Ely - Papworth Sidings,1988,
153303,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"TfW white, grey & red",Cardiff Canton TMD (CF),52303,,,,1988,
153304,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),52304,,,,1988,
153305,153,,ScotRail,,White with grey doors,,52305,,,,1988,
153307,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),52307,,,,1988,
153308,153,Angel Trains,East Midlands Railway,,"Blue, red & orange with EMR branding",Nottingham Eastcroft depot (NM),52308,,,,1988,
153311,153,Angel Trains,East Midlands Railway,,"Blue, red & orange with EMR branding",,52311,,,Burton-on-Trent - Nemesis Rail (BO),1988,
153312,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"TfW white, grey & red",Cardiff Canton TMD (CF),52312,,,,1988,
153315,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),52315,,,,1988,
153316,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),52316,"John ""Longitude"" Harrison Inventor of the Marine  Chronometer",,,1988,
153317,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),52317,,,,1988,
153318,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"Blue, red & orange",Cardiff Canton TMD (CF),52318,,,,1988,
153319,153,Angel Trains,East Midlands Railway,,"Blue, red & orange with EMR branding",Nottingham Eastcroft depot (NM),52319,,,,1988,
153320,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"TfW white, grey & red",Cardiff Canton TMD (CF),52320,,,,1988,
153323,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"TfW white, grey & red",Cardiff Canton TMD (CF),52323,,,,1988,
153324,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),52324,,,,1988,
153325,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"TfW white, grey & red",Cardiff Canton TMD (CF),52325,,,,1988,
153327,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"TfW white, grey & red",Cardiff Canton TMD (CF),52327,,,,1988,
153328,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),52328,,,,1988,
153329,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"TfW white, grey & red",Cardiff Canton TMD (CF),52329,,,,1988,
153330,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),52330,,,,1988,
153331,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),52331,,,,1988,
153332,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),52332,,,,1988,
153333,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"TfW white, grey & red",Cardiff Canton TMD (CF),52333,,,,1988,
153334,153,,Porterbrook,,"LM green, black & white",,52334,,,Burton-on-Trent - Nemesis Rail (BO),1988,
153351,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),57351,,,,1988,
153352,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),57352,,,,1988,
153353,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"TfW white, grey & red",Cardiff Canton TMD (CF),57353,,,,1988,
153354,153,,Porterbrook,,"LM green, black & white",,57354,,,Burton-on-Trent - Nemesis Rail (BO),1988,
153355,153,Angel Trains,East Midlands Railway,,"Blue, red & orange with EMR branding",Nottingham Eastcroft depot (NM),57355,,,,1988,
153356,153,,Porterbrook,,"LM green, black & white",,57356,,,Burton-on-Trent - Nemesis Rail (BO),1988,
153357,153,Angel Trains,East Midlands Railway,,"Blue, red & orange with EMR branding",Nottingham Eastcroft depot (NM),57357,,,,1988,
153358,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),57358,,,,1988,
153359,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),57359,,,,1988,
153360,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),57360,,,,1988,
153361,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"TfW white, grey & red",Cardiff Canton TMD (CF),57361,,,,1988,
153362,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"TfW white, grey & red",Cardiff Canton TMD (CF),57362,,,,1988,
153363,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),57363,,,,1988,
153364,153,,Porterbrook,,"LM green, black & white",,57364,,,Burton-on-Trent - Nemesis Rail (BO),1988,
153365,153,,Porterbrook,,"LM green, black & white",,57365,,,Burton-on-Trent - Nemesis Rail (BO),1988,
153366,153,,Porterbrook,,"LM green, black & white",,57366,,,Burton-on-Trent - Nemesis Rail (BO),1988,
153367,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"TfW white, grey & red",Cardiff Canton TMD (CF),57367,,,,1988,
153368,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"Blue, red & orange",,57368,,,Cardiff Canton TMD (CF),1988,
153369,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"TfW white, grey & red",Cardiff Canton TMD (CF),57369,,,,1988,
153370,153,,ScotRail,,GWR green with silver doors,,57370,,,,1988,
153371,153,,Porterbrook,,"Debranded LM green, black & white",,57371,,,Burton-on-Trent - Nemesis Rail (BO),1988,
153373,153,,ScotRail,,Unbranded GWR green with silver doors,,57373,,,,1988,
153374,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"Blue, red & orange",,57374,,,Cardiff Canton TMD (CF),1988,
153375,153,,Porterbrook,,"Debranded LM green, black & white",,57375,,,Burton-on-Trent - Nemesis Rail (BO),1988,
153376,153,Angel Trains,East Midlands Railway,,"Blue, red & orange with EMR branding",,57376,X24 - EXPEDiTiOUS,,Burton-on-Trent - Nemesis Rail (BO),1988,
153377,153,,ScotRail,,Scotrail Saltire blue with West Highland graphics,,57377,,,,1988,
153378,153,Angel Trains,Northern,,"Northern purple, blue & grey",Neville Hill TMD (NL),57378,,,,1988,
153379,153,Angel Trains,East Midlands Railway,,"Blue, red & orange with EMR branding",Nottingham Eastcroft depot (NM),57379,,,,1988,
153380,153,,ScotRail,,Unbranded GWR green with silver doors,,57380,,,,1988,
153381,153,Angel Trains,East Midlands Railway,,"Blue, red & orange with EMR branding",,57381,,,Burton-on-Trent - Nemesis Rail (BO),1988,
153383,153,Angel Trains,East Midlands Railway,,"Blue, red & orange with EMR branding",,57383,Ecclesbourne Valley Railway 150 Years,,Burton-on-Trent - Nemesis Rail (BO),1988,
153384,153,Angel Trains,East Midlands Railway,,"Blue, red & orange with EMR branding",Nottingham Eastcroft depot (NM),57384,,,,1988,
153385,153,Angel Trains,East Midlands Railway,,"Blue, red & orange with EMR branding",,57385,,,,1988,
153399,153,,,,,,"Temporary hybrid unit, see notes",,,,2011,
153906,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,White with red doors and TfW branding,Cardiff Canton TMD (CF),52306,,,,1988,
153909,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,White with red doors and TfW branding,Cardiff Canton TMD (CF),52309,,,,1988,
153910,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"Blue, red & orange with TfW branding",Cardiff Canton TMD (CF),52310,,,,1988,
153913,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"Blue, red & orange with TfW branding",Cardiff Canton TMD (CF),52313,,,,1988,
153914,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,White with red doors and TfW branding,Cardiff Canton TMD (CF),52314,,,,1988,
153921,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"Blue, red & orange with TfW branding",Cardiff Canton TMD (CF),52321,,,,1988,
153922,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,White with red doors and TfW branding,Cardiff Canton TMD (CF),52322,,,,1988,
153926,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"Blue, red & orange with TfW branding",Cardiff Canton TMD (CF),52326,,,,1988,
153935,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,White with red doors and TfW branding,Cardiff Canton TMD (CF),52335,,,,1988,
153972,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"Blue, red & orange",Cardiff Canton TMD (CF),57372,,,,1988,
153982,153,Angel Trains,Trafnidiaeth Cymru / Transport for Wales,,"Blue, red & orange",Cardiff Canton TMD (CF),57382,,,,1988,
155301,155,,,,,,,,,,,
155302,155,,,,,,,,,,,
155303,155,,,,,,,,,,,
155304,155,,,,,,,,,,,
155305,155,,,,,,,,,,,
155306,155,,,,,,,,,,,
155307,155,,,,,,,,,,,
155308,155,,,,,,,,,,,
155309,155,,,,,,,,,,1987,
155310,155,,,,,,,,,,,
155311,155,,,,,,,,,,,
155312,155,,,,,,,,,,,
155313,155,,,,,,,,,,,
155314,155,,,,,,,,,,,
155315,155,,,,,,,,,,,
155316,155,,,,,,,,,,,
155317,155,,,,,,,,,,,
155318,155,,,,,,,,,,,
155319,155,,,,,,,,,,,
155320,155,,,,,,,,,,,
155321,155,,,,,,,,,,,
155322,155,,,,,,,,,,,
155323,155,,,,,,,,,,,
155324,155,,,,,,,,,,,
155325,155,,,,,,,,,,,
155326,155,,,,,,,,,,,
155327,155,,,,,,,,,,,
155328,155,,,,,,,,,,,
155329,155,,,,,,,,,,,
155330,155,,,,,,,,,,,
155331,155,,,,,,,,,,,
155332,155,,,,,,,,,,,
155333,155,,,,,,,,,,,
155334,155,,,,,,,,,,,
155335,155,,,,,,,,,,,
155341,155,,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52341 57341,,,,1988,
155342,155,,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52342 57342,,,,1988,
155343,155,,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52343 57343,,,,1988,
155344,155,,Northern,,Arriva Northern white & blue,Neville Hill TMD (NL),52344 57344,,,,1988,
